SMILES,LogP
N(F)(F)C(c1ccccc1)(c2ccccc2)c3ccccc3,3.73
CN(CC(O)COc1ccccc1)CC(O)COc2ccccc2,2.92
C1CC2C3CCC4CC(=O)CCC4(C)C3CCC2(C)C1=O,3.6
CN1CC(CCCC)CC1C(=O)NC(C(C)O)C2C(O)C(O)C(O)C(SC)O2,0.56
COc1ccccc1C=CC(=O)OCCOc2ccc(C=NO)cc2OC,3.56
c1cc(Cl)ccc1C2(O)CCN(CCNC(=O)c3ccc(F)cc3)CC2,2.85
CCN1CC(CCCC)CC1C(=O)NC(C(Cl)C)C2C(O)C(O)C(O)C(SC)O2,3.21
c1ccccc1c2cc(c3ccccc3)nnc2NCCN4CCOCC4,3.38
C1(=O)C=C2CCC3C4CC(C)C(C(=O)NC)C4(C)CC(O)C3(F)C2(C)C=C1,1.54
N(C(C)C)(C(C)C)CCC(c1ccc(c2ccccc2)cc1)C(=O)N,3.66
CCC(C)N(CC(O)COc1ccccc1)CC(O)COc2ccccc2,3.46
c1ccccc1Cc2cc(c3ccccc3)nnc2NCCN4CCOCC4,3.65
c1cc(F)ccc1C2(OCCO2)CCCN3CCC(O)(c4ccc(Cl)cc4)CC3,3.84
C12(CC(CC3=O)C(C)CC4OC(=O)C(=C)C4CC23)C(=O)OC5CC(C)C6C=CC(=O)C6C(O)(C)C15,1.66
O=C1OC2CC(C)C3C=CC(=O)C3(C)C(OC(=O)CC(=O)OC4C5C(=C)C(=O)OC5CC(C)C6C=CC(=O)C46C)C2C1=C,1.33
c1ccccc1C(=O)OC2C3C4(OC(=O)C)COC4CC(O)C3(C)C(=O)C(OC(=O)C)C5=C(C)C(OC(=O)C(C)O)CC5(C)C2(C)O,1.52
N1=C(N)ON=C1NCCNC(=O)C(C(C)C)CC(O)C(CC2CCCCC2)NC(=O)C(CCCC)NC(Cc3ccccc3)C(=O)N4CCC(OCOC)CC4,4.11
CCCc1ncc(N(=O)=O)n1CCNC(=S)OC,1.94
N1N=C(C)C(N(=O)=O)=C1C(=O)Nc2ccccc2,1.81
OC(=O)CCC(Nc1ccc(Br)cc1)C(=O)O,1.12
c1c(N(C)C)cc2C(=O)N(S(=O)(=O)C)C(=O)c2c1,1.65
O=P(N1CC1)(N2CC2)NC(=O)c3cc(Br)ccc3,1.43
O=P(N1CC1)(N2CC2)NC(=O)c3ccc(Br)cc3,1.63
O=P(N1CC1)(N2CC2)NC(=O)c3ccc(Cl)cc3,0.97
O=P(N1CC1)(N2CC2)NC(=O)c3cc(I)ccc3,1.91
O=P(N1CC1)(N2CC2)NC(=O)c3ccc(I)cc3,2.25
O=P(NC=C)(NC=C)NC(=O)c3ccc(OC)cc3,1.08
O=P(NC=C)(NC=C)NC(=O)c3cc(OC)ccc3,0.86
n1cnc2n(C3OC(CO)C(O)C3)cnc2c1NC,-0.19
N1N=C(C)C(N(=O)=O)=C1C(=O)N2CCCCCC2,1.15
c1ncccc1C(=O)Nc2ccc(Cl)cc2,2.52
S=C(NN=Cc1ccco1)Nc2ccccc2,3.13
c1occc1C=NNC(=O)Nc2ccccc2,2.52
CCOc1cccc(c1)C(=O)NP(=O)(N2CC2)N3CC3,1.24
c1ncc2nc(c3c(OC)cc(OC)cc3)n(C)c2c1,2.66
c1ncc2n(C)c(c3c(OC)cc(OC)cc3)nc2c1,2.68
N1C=Nc2n(C3CCC(COC(=O)CCCC)O3)cnc2C1=O,0.65
N1C=Nc2n(C3CCC(COC(=O)C(C)(C)C)O3)cnc2C1=O,0.6
O=C1NC(=O)NC(C)=C1C=CC(=O)NC(CO)CS(=O)CSCCCC,0.14
N1C=Nc2n(C3CCC(COC(=O)c4ccccc4)O3)cnc2C1=O,0.66
c1c2ccc(OC)cc2ccc1C(C)C(=O)OCC(=O)N(C)CC(=O)N,1.37
c1c2ccc(OC)cc2ccc1C(C)C(=O)OCC(=O)N(C)CCO,2.01
C1CN(C)CCC1(C(=O)CC)c2cc(OC(=O)CC(C)(C)C)ccc2,3.17
c1ccccc1C(=O)CC#N,0.97
c1c(N(C)C)cc2C(=O)N(O)C(=O)c2c1,1.27
CS(=O)(=O)ON1C(=O)c2cc(N(=O)=O)ccc2C1=O,1.71
C1=C(F)C(=O)NC(=O)N1C(=O)OC2CCCCC2,1.42
C1=C(F)C(=O)N(C(=O)OCc2ccccc2)C(=O)N1,1.42
O=C1NC(=O)NC(C)=C1C=CC(=O)NC(C)CS(=O)CSCCCC,0.82
C1=NC(N(=O)=O)=NN1CC(F)(F)C(=S)NCCOC,0.66
N(=O)(=O)c1cc(N(=O)=O)cc(N(=O)=O)c1ONCCCC,2.05
N(=O)(=O)c1cc(N(=O)=O)cc(N(=O)=O)c1ONC,0.7
N(=O)(=O)c1cc(N(=O)=O)cc(N(=O)=O)c1ON(CC)CC,1.29
N(=O)(=O)c1cc(N(=O)=O)cc(N(=O)=O)c1ONCC(C)C,1.89
N(=O)(=O)c1cc(N(=O)=O)cc(N(=O)=O)c1ONC(C)(C)C,1.68
N(=O)(=O)c1cc(N(=O)=O)cc(N(=O)=O)c1ONC2CCCCC2,2.47
C1=Cc2c(C)cc3OC=C(C)c3c2OC1=O,3.02
Oc1c(C(C)CC)cccc1C(C)C,3.85
C1=C(Cl)C(Cl)(C2(Cl)Cl)C3C(Cl)C(Cl)C(Cl)C3C12Cl,5.91
ClC1=C(Cl)C2C(Cl)CC(C3(Cl)Cl)C2C(Cl)(Cl)C13Cl,6.09
c1c(N(=O)=O)cccc1C2C(C(=O)OC(C)C)=C(C)NC(N)=C2C(=O)OC3CN(C(c4ccccc4)c5ccccc5)C3,5.18
c1cc(F)ccc1CC(C)N(C)CC#C,3.0
O=C1c2ccccc2C(=O)N1CCCNC(=O)C3=CC(C)(C)NC3(C)C,1.58
c1ccccc1C(c2ccccc2)CCNC(C)c3cc(OC)c(OC)cc3,5.8
c1ccccc1NC(=O)NC2C(O)OC(CO)C(O)C2,-0.61
NC(=O)Nc1c(C(C)C)cccc1C(C)C,2.26
CCOCCOC(=O)C(C#N)=C(CC)Nc1ccc(N)cc1,2.27
OC(=O)CSc1nc(C(C)(C)C)nn1C(=O)N(C)C,1.62
C1=CC2C(N(C)C5)Cc3ccc(O)c4c3C2(C5)C(O4)C1OC(=O)C,1.55
n1c(NC(=O)C)nc2n(COCCO)cnc2c1,-1.33
n1c(N)nc2n(COCCOC(=O)C)cnc2c1,-0.61
O1C(C(=O)O)C(O)C(O)C(O)C1c2ccc3C(C)=CC(=O)Oc3c2,-0.39
c1cc(C)ccc1CNCCCCCCCCC,5.7
c15ccccc1cccc5CC(CS(=O)(=O)C(C)(C)C)C(=O)NC(CC2=CN=CN2)C(=O)NC(CC3CCCCC3)C(O)C(O)C4CC4,3.15
c1cc(O)ccc1S(=O)OC,0.58
c1c(CC)c(O)c(CC)cc1CC(C#N)C#N,4.12
c1cc(O)ccc1CC(C#N)C#N,3.08
CCN(CC)C(=O)C1C2CC3C(OC(=O)C13)C2O,0.15
COc1cccc(CNC(=O)C2(O)C(C)CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC32C)c1,3.27
CN(N=Nc1ccc(cc1)C(=O)N)C(=O)C,1.37
CCCCC(=O)OC(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)C)c3ccccc3,2.23
CC(C)Oc1ccc(CC#N)cc1,2.53
O=N(=O)C=C1NCCN1Cc2ccccn2,-0.87
Clc1ncc(CN2CCNC2=CN(=O)=O)s1,-0.04
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCCc5ccccc5,3.66
COC1CC(OC2CCC3(C)C(CCC4C3CCC5(C)C(C(CC45OC(=O)C)OC(=O)C)C6=CC(=O)OC6)C2)OC(C)C1O,2.95
NC(=O)c1ccc2ccccc2c1,1.88
CC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)O,2.88
CCC(C)C(NC(=O)C(CCC(=O)O)NC(=O)C)C(=O)NC(Cc1ccccc1)C(=O)N,0.43
CC(=O)C12OC(C)(OC2CC3C4CCC5=CC(=O)CCC5(C)C4CCC31C)c6ccc(F)cc6,5.7
Cc1ccccc1C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C,2.91
COc1ccc(OCCO)cc1,1.13
Cc1ncc(N(=O)=O)n1CC#N,-0.07
CSC(=NOC(=O)N(C)COC1OC(C(O)C(O)C1O)C(=O)O)C(=O)N(C)C,-2.52
Cc1ccc(Cl)cc1O,2.63
CNC(=NC#N)NCCSCc1nccs1,0.89
Nc1nc(Sc2ccc(Cl)cc2)nc(n1)C(Cl)(Cl)Cl,4.51
CCC(=O)C(CS(=O)(=O)c1ccccc1)c2ccc(Cl)cc2,2.69
FC(F)(F)S(=O)(=O)NCc1ccccc1,2.91
O=C(Cc1ccccc1)Nc2ccc(C#N)cc2,2.82
COCCOCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,2.03
CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C)C(=O)NC(CCC(=O)O)C(=O)N,0.07
O=N(=O)N=C1NCCN1Cc2cccnc2,-0.19
CC(=O)OC1C2=C(C)C(CC(O)(C(OC(=O)c3ccccc3)C4C5(COC5CC(O)C4(C)C1=O)OC(=O)C)C2(C)C)OC(=O)C(O)Cc6ccccc6,2.9
CC(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)N,0.65
CN(C)N=Nc1nccs1,1.27
CCOc1ccc(cc1OCC)C(=O)O,2.37
OCCNC(=O)c1c(I)c(N(CC(O)CO)C(=O)C(O)CO)c(I)c(C(=O)NCO)c1I,-2.65
OC(=O)C1CCCCC1NC(=O)N(CCCl)N=O,2.01
CCNC(=O)c1cccc2C(=O)N(CC)C(=O)C(=O)c12,0.3
CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(C)ccc3n2)cc1,4.11
O=C(NN=Cc1ccco1)Nc2ccccc2,2.52
CCOC(=S)NCCn1c(C)ncc1N(=O)=O,1.5
COCC(Cn1ccnc1N(=O)=O)OC(=O)C,-0.04
Cc1cccc(C)c1NC(=O)c2ccc(CN3CCCC3)cc2,3.14
O=N(=O)C=C1NCCN1Cc2cccnc2,-1.02
CCCCCCCC(=O)OC(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)C)c3ccccc3,3.54
CN(C)C(=S)SCCn1c(C)ncc1N(=O)=O,1.28
CC1(OC2CC3C4CCC5=CC(=O)CCC5C4CCC3(C)C2(O1)C(=O)CO)c6ccc(F)cc6,4.92
S=C=NCCCc1ccccc1,3.8
CS(=O)(=O)ON1C(=O)c2ccc(N)cc2C1=O,0.8
O=N(=O)C=C1NCCN1Cc2ccncc2,-1.05
COc1ccc2cc(ccc2c1)C(C)C(=O)OCC(=O)N,2.06
CCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,-0.4
Cn1c(cnc1c2ccc(N)cc2)N(=O)=O,1.06
CCC(=O)C(CS(=O)(=O)c1ccc(C)cc1)c2ccccc2,2.45
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(O)CO,2.0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NC5CCCCC5,3.54
C1=CN=CN1C(=O)OC(C(C)(C)C)COc2ccc(C(F)(F)F)cc2,4.15
CCOC(=O)C(C)Oc1ccc(Oc2cnc3ccccc3n2)cc1,3.47
CNC(=NC#N)NCCCCc1ncccc1OC,1.5
CCC1COC(Cn2cncn2)(O1)c3ccc(cc3)C(=N)N,0.85
OC(=O)c1ccc(CC#N)cc1,1.18
OCCCCNC(=O)Cn1ccnc1N(=O)=O,-0.74
CCC(=O)C(CS(=O)(=O)c1ccc(C)cc1)c2ccc(OC)cc2,2.47
Cc1ccc(CN2CCNC2=CN(=O)=O)cn1,-0.59
CCC(=O)C(CS(=O)(=O)c1ccccc1)c2ccccc2,1.82
OCCCNC(=O)Cn1ccnc1N(=O)=O,-1.27
Cc1ccc(NC(=O)Cc2ccccc2)cc1,3.05
CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(ccc3n2)C(F)(F)F)cc1,4.37
Cc1cccc(C)c1NC(=O)c2cccc(CN3CCCCC3)c2,3.47
CN1CCC(=C(C)C1)c2ccccc2,3.18
CNC(=CN(=O)=O)NCCSCc1nccs1,-0.15
CCN(CC)Cc1cccc(c1)C(=O)Nc2c(C)cccc2C,3.09
Nc1nc(N)nc(n1)C(Cl)(Cl)Cl,1.24
CCCCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,0.93
Clc1ccc(CN2CCNC2=CN(=O)=O)cc1,0.99
O=N(=O)C=C1NCCN1Cc2ccccc2,0.33
CCc1cccc(NC(=O)Cc2ccccc2)c1,3.47
NC(CCc1ccccc1)C(=O)O,-1.2
C(c1ccccc1)n2cccc2,2.71
CCC(C)NC(=O)C(=Cc1ccccc1)Br,2.66
OC(=O)CCCCC(S)CCS,2.41
Cc1ccc(cc1)C2(Cn3cncn3)OCCO2,1.55
CN(C)c1ccc2C(=O)N(OS(=O)(=O)C)C(=O)c2c1,1.65
CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)NC(Cc2ccc(O)cc2)C(=O)O,2.79
CC(C)(C)N(NC(=O)c1cccc(F)c1)C(=O)c2ccccc2Cl,2.88
CN(C)N=Nc1ccc(CC(=O)O)cc1,1.38
CC(C)(C)N(NC(=O)c1ccc(F)cc1)C(=O)c2ccccc2Cl,2.87
OC(=O)CCC(S)CCS,1.4
CNN=Nc1ccc(cc1)C(=O)N,0.47
OCC(O)C(CO)OCn1ccnc1N(=O)=O,-1.47
Nc1nc(S)c2ncn(C3CCC(CO)O3)c2n1,-0.59
CCCCC(NC(Cc1ccccc1)C(=O)N2CCC(CC2)OCOC)C(=O)NC(CC3CCCCC3)C(O)CC(C(C)C)C(=O)NCCN,3.5
Sc1nc(ns1)c2ccccc2,2.13
Oc1c(I)cc(I)cc1I,4.5
COc1cc(O)cc(OC)c1O,0.17
Clc1ccc(CCN2CCNC2=CN(=O)=O)cn1,-0.23
CN1CCN(Cc2ccc(Cl)nc2)C1=NN(=O)=O,0.26
CCCn1cnc2c(NC(=O)C)ncnc12,0.09
CN(C)C(=O)OCCn1c(C)ncc1N(=O)=O,0.47
CC1(CO)COC(Cn2cncn2)(OC1)c3ccc(Cl)cc3Cl,2.1
CCN(CC)CCSC(=NO)c1nc(C)no1,0.71
S=C=NCCCCCc1ccccc1,4.4
O=C(NCCCOc1cccc(CN2CCCCC2)c1)c3ccccc3,3.97
Cc1cccc(c1)C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C,3.11
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC51CCC(=O)O5,2.98
S=C=NCCCCc1cccnc1,2.7
Cn1c(cnc1c2ccccc2)N(=O)=O,1.58
CS(=O)(=O)CCOCn1ccnc1C=NO,-0.84
OCC1CCC(O1)n2cnc3c(S)ncnc23,-0.66
CCC1COC(Cn2cncn2)(O1)c3ccc(cc3)N(=O)=O,1.52
Clc1ccc(Oc2nc(nc(n2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)cc1,5.67
OC(=O)CCCCCCCc1ccccc1,4.09
OCCCNC(=O)C(F)(F)Cn1ccnc1N(=O)=O,-0.64
OC(=O)C(OCc1ccccc1)c2ccccc2,2.0
CCCCCc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,5.26
CCCCOc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.29
CC(=O)c1ccc2OCCOCCOCCOCCOCCOc2c1,-0.05
CCC1COC(Cn2cncn2)(O1)c3ccc(NC(=O)c4ccc(cc4)N(=O)=O)cc3,2.17
Cn1c(C=C)ncc1N(=O)=O,0.62
CNC(Cc1ccccc1)C(=O)O,-1.53
CCC1COC(Cn2cncn2)(O1)c3ccc(cc3Cl)n4cncn4,1.28
CCC(=O)OC1(CCN(C)C(C)C1C)c2ccccc2,3.13
C=CCn1cncc1N(=O)=O,0.52
CCCN1CC(NS(=O)(=O)N(CC)CC)C=C2C1CCc3ccc(O)cc23,2.63
CCCCCc1cc(CCCCN2CC(=O)c3ccccc3C2=O)c4C5CC(=CCC5C(C)(C)Oc4c1)C,9.07
OC(=O)C(Cc1ccc(O)cc1)n2cccc2,1.56
CCc1ncc(N(=O)=O)n1C,0.68
O=Cn1c2CNCCc2c3ccccc13,0.26
Oc1cccc(Cl)n1,0.93
CC(C)CCOCc1c(O)c(C)ncc1CO,0.83
Clc1ccc(cn1)N2CCNC2=CN(=O)=O,-0.23
OCCCCNC(=O)C(F)(F)Cn1ccnc1N(=O)=O,-0.29
CCCCOC(=O)NCCn1c(C)ncc1N(=O)=O,1.22
Cc1ncc(N(=O)=O)n1CCNC(=O)OC2CCCCC2,2.01
COC(=O)CCCCC(S)CCS,2.27
CC(C)(C)c1ccc2OCCOCCOCCOCCOc2c1,2.26
Cn1c(Cc2ccc(cc2)C(=O)N)ncc1N(=O)=O,0.55
CCCCC(NC(Cc1ccccc1)C(=O)N2CCC(CC2)OCOC)C(=O)NC(CC3CCCCC3)C(O)CC(C(C)C)C(=O)NCCCNCCO,3.5
COc1ccc2cc(ccc2c1)C(C)C(=O)OCC(=O)N(C)C,2.05
Clc1ccc(CN2CCCNC2=CN(=O)=O)cn1,-0.62
CCC1COC(Cn2cncn2)(O1)c3ccc(NC(=O)NC)cc3,0.62
CCCCCCC(C)(C)c1ccc(C2CC(O)CC3CCC(O)CC23)c(O)c1,6.13
CN1C=CCC(=C1)C(=O)OC2(CCC3C4CCC5=CC(=O)CCC5(C)C4CCC32C)C#C,4.49
COc1ccc(COC(C(=O)O)c2ccccc2)cc1Cl,2.45
COc1nc(nc(n1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,3.64
CC(OCc1cn(C)c(C=NO)n1)C(C)(C)C,2.53
CCC(C)NC(=O)C(=Cc1ccccc1)Cc2ccccc2,3.99
CCCCCCOC(=O)Oc1cccc(c1)C2(CCN(C)CC2)C(=O)CC,3.38
CNC(=NC#N)Nc1cccc(c1)c2csc(N=C(N)N)n2,1.6
CCCNc1nc(nc(n1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,4.09
CCCc1cc(OC)c2C3CC(=C)CCC3C(C)(C)Oc2c1,6.26
Cn1c(COc2ccc(Cl)cc2)ncc1N(=O)=O,1.8
OC(C1CCN(CCCC(=O)c2ccccc2)CC1)(c3ccccc3)c4ccccc4,4.42
CCCCC(NC(Cc1ccccc1)C(=O)N2CCC(CC2)OCOC)C(=O)NC(CC3CCCCC3)C(O)CC(C(C)C)C(=O)NCC(C)(C)N,3.8
Cc1cc(O)cc(Br)c1O,1.38
O1C(N(=O)=O)=CC=C1C=CC2=NC=CN2CC(=O)OCC,1.27
C=CCn1cccn1,0.35
OC(=O)CCCCCNCCc1ccccc1,-1.3
CCOC(CC)(OCC)OCC,1.97
CC(C)(C)c1ccc2OCCOCCOCCOCCOCCOc2c1,1.71
CC1CCCC(C)C1NC(=O)N(CCCl)N=O,2.57
ON=Cc1nccn1COCCC#C,0.67
CN(CCCn1ccnc1C=NO)S(=O)(=O)C(F)(F)F,1.77
CC1CC(C)C(=C(C1)C(=O)O)C(=O)O,1.53
CC1=NCCC1,1.87
CCC1COC(Cn2cncn2)(O1)c3ccc(NC(=O)C(F)(F)F)cc3,1.08
O=n1nc2ccccc2c3ccccc13,2.24
CCC1(CC)OCC(CO1)c2ccc(NC(=O)N(C)C)cc2C,2.76
ClC(Cl)(Cl)c1nc(nc(n1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,3.75
CC(C)(C)n1ccnc1C=NO,0.85
CCCCC(NC(Cc1ccccc1)C(=O)N2CCC(CC2)OCOC)C(=O)NC(CC3CCCCC3)C(O)CC(C(C)C)C(=O)NCCCN4(=O)CCOCC4,3.6
CC(C)c1cc(OS(=O)(=O)C2(CCC3CC2=O)C3(C)C)c(C)cc1OCCN(C)C,4.37
CSCCCNC(=O)C(F)(F)Cn1cnc(n1)N(=O)=O,0.76
CC(C)CC(NC(=O)C)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)N,0.47
CCOC(=O)Cc1ccc(O)c2ncccc12,2.26
Clc1ccc(CN2CCNC2=CN(=O)=O)cn1,-0.19
CCC(=O)C(CS(=O)(=O)c1ccccc1)c2ccc(C)cc2,2.7
CC(C)NC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.43
CCNc1nc(SC)nc(n1)C(Cl)(Cl)Cl,3.87
CCN1C(=O)C(=O)c2c(Cl)cccc2C1=O,1.43
Clc1ccc(CN2CCSC2=CN(=O)=O)cn1,0.65
OCCOc1ccccc1Cl,1.81
Cc1ncnc2n(cnc12)C3CCC(CO)O3,-0.12
CSc1nc(Nc2ccc(Cl)cc2)nc(n1)C(Cl)(Cl)Cl,5.71
CC(C)CCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.93
CC(=O)OC1C2=C(C)C(CC(O)(C(OC(=O)c3ccccc3)C4C5(COC5CC(O)C4(C)C1=O)OC(=O)C)C2(C)C)OC(=O)C(O)CNC(=O)c6ccccc6,1.75
CC(O)COc1ccccc1,1.61
CCC(=O)C(CS(=O)(=O)c1ccc(C)cc1)c2ccc(C)cc2,3.3
CCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.07
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCc5ccccc5,3.28
Cc1cccc(OCCO)c1,1.76
CCN1C(=O)C(=O)c2cccc(OC)c2C1=O,0.94
CSCCC(NC(=O)C)C(=O)NC(Cc1ccccc1)C(=O)N,0.42
Clc1ccc(Sc2nc(nc(n2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)cc1,6.67
CCN1C(=O)C(=O)c2c(C#N)cccc2C1=O,0.41
CCC(=O)C(CS(=O)(=O)c1ccc(C)cc1)c2ccc(Cl)cc2,3.43
CC(C)CNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.01
CCCC(=O)OC(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)C)c3ccccc3,1.89
Cc1cc(C)cc(Cl)c1,3.88
CN(C)N=Nc1cccc(c1)C(=O)N,1.3
CCC(C)C(NC(=O)C(CCCN)NC(=O)C)C(=O)NC(C(C)C)C(=O)N,-0.43
CC(NC(=O)C)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(C)(C)C,-0.67
CCCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.1
OCCCNC(=O)C(F)(F)Cn1cnc(n1)N(=O)=O,-0.63
CC(C)CC(NC(=O)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(=O)N,-0.12
OCC(F)(F)Cn1cnc(n1)N(=O)=O,-0.21
CN1C(=O)CN=C(c2ccccc2Cl)c3cc(ccc13)N(=O)=O,2.56
CCCCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.64
CCC(=O)OC(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)C)c3ccccc3,1.47
CC(=O)OCC(O)Cn1ccnc1N(=O)=O,-0.37
CC(O)C(=O)OC1CC2(O)C(OC(=O)c3ccccc3)C4C5(COC5CC(O)C4(C)C(=O)C(OC(=O)C)C(=C1C)C2(C)C)OC(=O)C,1.52
Oc1ccc(O)c2ncccc12,1.42
OCCOc1ccc(Cl)cc1,1.99
CC(O)COc1ccc(Cl)cc1,2.41
Oc1ccc(C=O)c2cccnc12,1.63
CC(=O)OC(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)C)c3ccccc3,1.02
OCc1ccc(O)c2ncccc12,1.0
COCC(Cn1ccnc1N(=O)=O)OC,0.06
COCC(F)Cn1cnc(n1)N(=O)=O,-0.04
OCC1CCC(O1)n2cnc3cncnc23,-0.47
OCCn1c(C=Cc2ccccc2)ncc1N(=O)=O,2.25
CCN1C(=O)C(=O)c2c(cccc2C1=O)N(=O)=O,0.82
CC1(C)SC2C(NC(=O)c3c(CO)onc3c4c(F)cccc4Cl)C(=O)N2C1C(=O)O,2.23
CCOc1ccc(cc1)C2(CC2(Cl)Cl)C(=O)OC,4.1
CC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CCCCN)NC(=O)C)C(=O)N,0.51
Nc1ncnc2n(cnc12)C3OC(CO)CC3O,-0.61
Nc1ncc(Cc2cccc(Cl)c2Cl)c(N)n1,2.81
CCC(C)C(NC(=O)C)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)N,-0.04
CC(C)CC(NC(=O)C)C(=O)NC(CCCN)C(=O)NC(Cc1ccccc1)C(=O)N,0.53
COc1ccc(OC)c(Cc2cnc(N)nc2N)c1,1.7
CC(C)CC(NC(=O)C(CCCCN)NC(=O)C)C(=O)N,-0.26
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CCCN)NC(=O)C)C(=O)N,0.54
OCC1CC(F)C(O1)n2cnc3c(I)ncnc23,0.63
CCN(CC)C(=O)c1cccc2C(=O)N(CC)C(=O)C(=O)c12,0.78
COCc1ccc(O)c2ncccc12,1.78
COC(=O)c1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,3.59
C(c1ccccc1)n2ncnn2,1.03
CN1C(=O)C(=O)c2ccccc2C1=O,0.6
CC(C)CC(NC(=O)C(CCCN)NC(=O)C)C(=O)N,-0.71
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NC(C)(C)C,3.2
CCCN1C(=O)C(=O)c2ccccc2C1=O,1.6
CS(=O)(=O)N(c1ccccc1N(=O)=O)S(=O)(=O)C,0.81
CC(C)CCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.74
CC(C)C(=O)OC(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)C)c3ccccc3,2.05
CCN1C(=O)C(=O)c2ccccc2C1=O,1.13
COCCN1CCc2cccc(Cl)c2CC1,3.0
O=C1N(C(=O)c2ccccc2C1=O)c3ccccc3,1.14
COc1cccc(c1)C(=O)NP(=O)(N2CC2)N3CC3,0.86
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)N,1.41
CC(O)CNC(=O)C(F)(F)Cn1cnc(n1)N(=O)=O,-0.47
CC(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)N,0.14
OCC1CC(F)C(O1)n2cnc3c(Br)ncnc23,0.44
CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C)C(=O)N,0.39
CC(C)CC(NC(=O)C)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)N,1.14
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C)C(=O)N,0.4
Oc1ccc(F)c2cccnc12,2.3
CC(C)CN1C(=O)C(=O)c2ccccc2C1=O,2.08
CC1(OC(=O)NC1=O)c2ccccc2,1.85
CN(C)N=Nc1ccc(cc1)N(=O)=O,3.25
CC(C)N1C(=O)C(=O)c2ccccc2C1=O,1.6
COCCNC(=O)C(F)(F)Cn1cnc(n1)N(=O)=O,-0.15
