SMILES,InChI,Sol,source
O=c1[nH]c(=O)[nH]c(=O)[nH]1,"InChI=1S/C3H3N3O3/c7-1-4-2(8)6-3(9)5-1/h(H3,4,5,6,7,8,9)",-18.06,FreeSolMinnesota
CCSCC,"InChI=1S/C4H10S/c1-3-5-4-2/h3-4H2,1-2H3",-1.469229823309544,FreeSolMinnesotaZangPhysProp
COc1ccc(C(=O)N(C)C)cc1,"InChI=1S/C10H13NO2/c1-11(2)10(12)8-4-6-9(13-3)7-5-8/h4-7H,1-3H3",-11.01,FreeSolMinnesota
CCOCCOCC,"InChI=1S/C6H14O2/c1-3-7-5-6-8-4-2/h3-6H2,1-2H3",-3.5363974917571515,FreeSolMinnesotaZang
CC[C@@H](C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,"InChI=1S/C10H12N2O5/c1-3-6(2)8-4-7(11(14)15)5-9(10(8)13)12(16)17/h4-6,13H,3H2,1-2H3/t6-/m1/s1",-6.215,FreeSolMinnesota
CCOC(C)=O,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",-3.048965942903595,FreeSolMinnesotaZangPhysProp
CCCCCCCCCO,"InChI=1S/C9H20O/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3",-3.915032678364807,FreeSolZang
C=CC=O,"InChI=1S/C3H4O/c1-2-3-4/h2-3H,1H2",-3.208860338086105,ZangPhysProp
COC(F)(F)C(Cl)Cl,"InChI=1S/C3H4Cl2F2O/c1-8-3(6,7)2(4)5/h2H,1H3",-1.118790524226862,FreeSolPhysProp
FC(F)(F)c1ccccc1,"InChI=1S/C7H5F3/c8-7(9,10)6-4-2-1-3-5-6/h1-5H",-0.2400197109885534,FreeSolZang
FC(F)(F)CCl,"InChI=1S/C2H2ClF3/c3-1-2(4,5)6/h1H2",0.06,FreeSolMinnesota
CC(C)[N+](=O)[O-],"InChI=1S/C3H7NO2/c1-3(2)4(5)6/h3H,1-2H3",-3.187943517737766,FreeSolMinnesotaZang
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,"InChI=1S/C9H13ClN2O2/c1-5-6(10)7(13)12(8(14)11-5)9(2,3)4/h1-4H3,(H,11,14)",-11.096308054046636,FreeSolMinnesotaZang
CC(=O)OC(C)C,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",-2.657094585057333,FreeSolZangPhysProp
Oc1cccc2ccccc12,"InChI=1S/C10H8O/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7,11H",-7.6515081282166335,FreeSolZangPhysProp
CC1=CCCCC1,"InChI=1S/C7H12/c1-7-5-3-2-4-6-7/h5H,2-4,6H2,1H3",0.6663575222667059,FreeSolZang
COC(C)C,"InChI=1S/C4H10O/c1-4(2)5-3/h4H,1-3H3",-1.9894210586304144,FreeSolMinnesotaZang
CCc1ccc(C)cc1,"InChI=1S/C9H12/c1-3-9-6-4-8(2)5-7-9/h4-7H,3H2,1-2H3",-0.9442203350118363,FreeSolZang
CC(=O)CC(C)C,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3",-3.056686002265678,FreeSolZang
C#CCCCCCC,"InChI=1S/C8H14/c1-3-5-7-8-6-4-2/h1H,4-8H2,2H3",0.7134963318558769,FreeSolZang
CCCC(C)O,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",-4.362626265069332,ZangPhysProp
CCOC(=O)CC,"InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3",-2.6942792294180236,FreeSolZang
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,"InChI=1S/C13H8F2O3/c14-8-2-3-9(11(15)6-8)7-1-4-12(16)10(5-7)13(17)18/h1-6,16H,(H,17,18)",-9.4,FreeSolMinnesota
FC(F)(Cl)C(F)(Cl)Cl,"InChI=1S/C2Cl3F3/c3-1(4,6)2(5,7)8",1.7848436903623697,FreeSolMinnesotaZang
ClC(Cl)C(Cl)Cl,InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,-2.458383617695974,FreeSolZangPhysProp
BrCc1ccccc1,"InChI=1S/C7H7Br/c8-6-7-4-2-1-3-5-7/h1-5H,6H2",-2.375,FreeSolMinnesota
CCC(C)(C)CC,"InChI=1S/C7H16/c1-5-7(3,4)6-2/h5-6H2,1-4H3",2.5585598639755744,FreeSolZang
CCCCCO,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",-4.5070076134592325,FreeSolMinnesotaZangPhysProp
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,"InChI=1S/C10H14NO5PS/c1-3-14-17(18,15-4-2)16-10-7-5-9(6-8-10)11(12)13/h5-8H,3-4H2,1-2H3",-6.6554034092751,FreeSolZangPhysProp
C=C(C)CCC,"InChI=1S/C6H12/c1-4-5-6(2)3/h2,4-5H2,1,3H3",1.452736534071377,FreeSolZang
Clc1ccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,InChI=1S/C12H4Cl6/c13-6-2-1-5(3-7(6)14)10-11(17)8(15)4-9(16)12(10)18/h1-4H,-4.378168900755278,FreeSolPhysProp
CCCOC(=O)c1ccc(O)cc1,"InChI=1S/C10H12O3/c1-2-7-13-10(12)8-3-5-9(11)6-4-8/h3-6,11H,2,7H2,1H3",-9.37,FreeSolMinnesota
CCC(C)(C)C,"InChI=1S/C6H14/c1-5-6(2,3)4/h5H2,1-4H3",2.5531052550724174,FreeSolZang
CCC(C)O,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",-4.648637257320199,ZangPhysProp
CC(C)CO,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",-4.545464653516564,FreeSolZangPhysProp
Clc1ccccc1,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,-1.150094523328086,FreeSolMinnesotaZangPhysProp
BrCBr,InChI=1S/CH2Br2/c2-1-3/h1H2,-2.015423308692867,FreeSolMinnesotaZangPhysProp
CCCOC(=O)CCC,"InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",-2.222278211854287,FreeSolZang
CC[N+](=O)[O-],"InChI=1S/C2H5NO2/c1-2-3(4)5/h2H2,1H3",-3.713733594950802,FreeSolMinnesotaZangPhysProp
CCCCCC(=O)O,"InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)",-6.199677112053115,FreeSolMinnesotaZangPhysProp
Cc1cccc2ccccc12,"InChI=1S/C11H10/c1-9-5-4-7-10-6-2-3-8-11(9)10/h2-8H,1H3",-2.3478623871355575,FreeSolZangPhysProp
CCOc1ccc(NC(=O)C)cc1,"InChI=1S/C10H13NO2/c1-3-13-10-6-4-9(5-7-10)11-8(2)12/h4-7H,3H2,1-2H3,(H,11,12)",-10.944048828908425,MinnesotaZang
O=Cc1ccncc1,InChI=1S/C6H5NO/c8-5-6-1-3-7-4-2-6/h1-5H,-7.001500291860545,FreeSolPhysProp
Clc1cc(ccc1)-c1ccccc1,InChI=1S/C12H9Cl/c13-12-8-4-7-11(9-12)10-5-2-1-3-6-10/h1-9H,-2.2395403933703366,ZangPhysProp
C1CCCC1,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,1.1718985765368795,FreeSolMinnesotaZangPhysProp
C=CC(C)C,"InChI=1S/C5H10/c1-4-5(2)3/h4-5H,1H2,2-3H3",1.8809698112420872,FreeSolZang
C1COCCO1,InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,-5.06475329483697,FreeSolMinnesotaZangPhysProp
CC(C)C=O,"InChI=1S/C4H8O/c1-4(2)3-5/h3-4H,1-2H3",-2.875195944101946,FreeSolZang
CO,"InChI=1S/CH4O/c1-2/h2H,1H3",-5.06906174925261,FreeSolMinnesotaZangPhysProp
CN1CCOCC1,"InChI=1S/C5H11NO/c1-6-2-4-7-5-3-6/h2-5H2,1H3",-6.33,FreeSolMinnesota
C=C(C)C(=C)C,"InChI=1S/C6H10/c1-5(2)6(3)4/h1,3H2,2,4H3",0.4120761546495595,FreeSolZang
C=C,InChI=1S/C2H4/c1-2/h1-2H2,1.2901869709097362,FreeSolMinnesotaPhysProp
[O-][S+2]1([O-])CCCC1,InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2,-8.61,FreeSolMinnesota
CCCCC(C)=O,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3",-3.300792172047654,FreeSolMinnesotaZang
CCCCCCO[N+](=O)[O-],"InChI=1S/C6H13NO3/c1-2-3-4-5-6-10-7(8)9/h2-6H2,1H3",-1.65785403582154,FreeSolPhysProp
CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,"InChI=1S/C17H26ClNO2/c1-4-11-21-12-10-19(16(20)13-18)17-14(5-2)8-7-9-15(17)6-3/h7-9H,4-6,10-13H2,1-3H3",-8.827461298946279,ZangPhysProp
C#CC,"InChI=1S/C3H4/c1-3-2/h1H,2H3",-0.395,FreeSolMinnesota
c1ccsc1,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H,-1.3705380883835119,FreeSolMinnesotaZangPhysProp
Nc1ccccc1,"InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2",-5.5541717723535715,FreeSolMinnesotaZangPhysProp
CC(C)=CCCC(C)(O)C=C,"InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3",-4.177860368184354,ZangPhysProp
S(CCCl)CCCl,InChI=1S/C4H8Cl2S/c5-1-3-7-4-2-6/h1-4H2,-3.96930539488849,MinnesotaZangPhysProp
O=Cc1ccccc1,InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,-4.025791687260584,FreeSolMinnesotaZangPhysProp
CC(=O)c1ccccc1,"InChI=1S/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3",-4.588604543225959,FreeSolMinnesotaZangPhysProp
CCCCCCl,"InChI=1S/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3",-0.015445550079116183,FreeSolMinnesotaPhysProp
CCCCI,"InChI=1S/C4H9I/c1-2-3-4-5/h2-4H2,1H3",-0.24262004830700437,FreeSolMinnesotaZang
C(=O)(c1c(cccc1)OC)O,"InChI=1S/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)",-10.325562390894468,MinnesotaZang
"ClC1(Cl)[C@@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@H]54)[C@@H]3[C@]1(Cl)C(Cl)=C2Cl |o1:3,5,6,8,9,11,12,13|","InChI=1S/C12H8Cl6O/c13-8-9(14)11(16)5-3-1-2(6-7(3)19-6)4(5)10(8,15)12(11,17)18/h2-7H,1H2/t2-,3+,4+,5-,6-,7+,10+,11-",-4.688806025718932,ZangPhysProp
CCCOC,"InChI=1S/C4H10O/c1-3-4-5-2/h3-4H2,1-2H3",-1.658428872220867,FreeSolMinnesotaZang
ClCCOCCCl,InChI=1S/C4H8Cl2O/c5-1-3-7-4-2-6/h1-4H2,-4.254142405245606,FreeSolMinnesotaZang
Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2,InChI=1S/C12H5Cl3O2/c13-6-5-7(14)11-12(10(6)15)17-9-4-2-1-3-8(9)16-11/h1-5H,-3.935157137115189,FreeSolZangPhysProp
CCCCCC(C)=O,"InChI=1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3",-3.0251190235419134,FreeSolMinnesotaZangPhysProp
CCCC(C)C,"InChI=1S/C6H14/c1-4-5-6(2)3/h6H,4-5H2,1-3H3",2.491719789731439,FreeSolMinnesotaZang
CCCBr,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",-0.6110526347833174,FreeSolMinnesotaZang
CCOC(=O)c1ccc(O)cc1,"InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3",-9.2,FreeSolMinnesota
Cc1ccccc1N,"InChI=1S/C7H9N/c1-6-4-2-3-5-7(6)8/h2-5H,8H2,1H3",-5.543155687436143,FreeSolMinnesotaZangPhysProp
ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H](Cl)C=C[C@@H]3[C@@]1(Cl)C2(Cl)Cl,"InChI=1S/C10H5Cl7/c11-4-2-1-3-5(4)9(15)7(13)6(12)8(3,14)10(9,16)17/h1-5H/t3-,4-,5-,8-,9+/m0/s1",-2.575,FreeSolMinnesota
CCCCCCCCC=O,"InChI=1S/C9H18O/c1-2-3-4-5-6-7-8-9-10/h9H,2-8H2,1H3",-2.0761289931607707,FreeSolZangPhysProp
CCCCCCCC=O,"InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3",-2.3419340181616546,FreeSolMinnesotaZangPhysProp
CCCNCCC,"InChI=1S/C6H15N/c1-3-5-7-6-4-2/h7H,3-6H2,1-2H3",-3.669967803852833,FreeSolMinnesotaZangPhysProp
O=[N+]([O-])OCCO,"InChI=1S/C2H5NO4/c4-1-2-7-3(5)6/h4H,1-2H2",-8.174119892675249,FreeSolMinnesotaPhysProp
CCC(C)(C)O,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",-4.37858634603651,FreeSolZangPhysProp
CCSSCC,"InChI=1S/C4H10S2/c1-3-5-6-4-2/h3-4H2,1-2H3",-1.5695866106548795,FreeSolMinnesotaPhysProp
C/C=C/C=O,"InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3/b3-2+",-4.289023063151777,FreeSolZangPhysProp
FC(F)(F)c1cccc(C(F)(F)F)c1,"InChI=1S/C8H4F6/c9-7(10,11)5-2-1-3-6(4-5)8(12,13)14/h1-4H",1.07,FreeSolMinnesota
CCC(C)Cl,"InChI=1S/C4H9Cl/c1-3-4(2)5/h4H,3H2,1-2H3",-0.07814437763408996,ZangPhysProp
C(=C(Cl)Cl)OP(=O)(OC)OC,"InChI=1S/C4H7Cl2O4P/c1-8-11(7,9-2)10-3-4(5)6/h3H,1-2H3",-6.524740389434512,MinnesotaZang
Nc1ccc(Cl)cc1,"InChI=1S/C6H6ClN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2",-5.893857534614609,FreeSolZang
O=C1CCCC1,InChI=1S/C5H8O/c6-5-3-1-2-4-5/h1-4H2,-4.665408598325713,FreeSolMinnesotaPhysProp
ClC(Cl)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,"InChI=1S/C14H10Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8,13-14H",-4.874402905633554,ZangPhysProp
CC(Cl)CCl,"InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3",-1.2768392628163352,ZangPhysProp
CCC(O)CC,"InChI=1S/C5H12O/c1-3-5(6)4-2/h5-6H,3-4H2,1-2H3",-4.281470325810478,FreeSolZang
Cc1ccccc1O,"InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3",-5.830912627952658,FreeSolMinnesotaZangPhysProp
C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,"InChI=1S/C15H13FO2/c1-10(15(17)18)12-7-8-13(14(16)9-12)11-5-3-2-4-6-11/h2-10H,1H3,(H,17,18)/t10-/m0/s1",-8.42,FreeSolMinnesota
ClC=C(Cl)Cl,InChI=1S/C2HCl3/c3-1-2(4)5/h1H,-0.46237197719710627,FreeSolMinnesotaZangPhysProp
CCNCC,"InChI=1S/C4H11N/c1-3-5-4-2/h5H,3-4H2,1-2H3",-4.082212326637936,FreeSolMinnesotaZangPhysProp
CC(=O)CO[N+](=O)[O-],"InChI=1S/C3H5NO4/c1-3(5)2-8-4(6)7/h2H2,1H3",-5.995,FreeSolMinnesota
COC(=O)C(C)(C)C,"InChI=1S/C6H12O2/c1-6(2,3)5(7)8-4/h1-4H3",-2.398940996771321,FreeSolPhysProp
CCCCCCI,"InChI=1S/C6H13I/c1-2-3-4-5-6-7/h2-6H2,1H3",0.0809623592110198,FreeSolPhysProp
CCCOC(C)=O,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",-2.785265496516328,FreeSolMinnesotaZangPhysProp
CCCCCCCBr,"InChI=1S/C7H15Br/c1-2-3-4-5-6-7-8/h2-7H2,1H3",0.35163437827224564,FreeSolZang
Cc1ccc(C(=O)N(C)C)cc1,"InChI=1S/C10H13NO/c1-8-4-6-9(7-5-8)10(12)11(2)3/h4-7H,1-3H3",-9.76,FreeSolMinnesota
CCCC#N,"InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3",-3.634466312956117,FreeSolMinnesotaZangPhysProp
CC[C@H](C)Cl,"InChI=1S/C4H9Cl/c1-3-4(2)5/h4H,3H2,1-2H3/t4-/m0/s1",0.035,FreeSolMinnesota
CC(=O)OCC(C)C,"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",-2.368375697508022,FreeSolZangPhysProp
CCCCCCCCl,"InChI=1S/C7H15Cl/c1-2-3-4-5-6-7-8/h2-7H2,1H3",0.26609133755763387,FreeSolZang
CCc1cccc(O)c1,"InChI=1S/C8H10O/c1-2-7-4-3-5-8(9)6-7/h3-6,9H,2H2,1H3",-6.251878833617637,FreeSolPhysProp
Clc1cccc2ccccc21,InChI=1S/C10H7Cl/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,-2.502330470868495,ZangPhysProp
OOCC,"InChI=1S/C2H6O2/c1-2-4-3/h3H,2H2,1H3",-5.330246409431522,MinnesotaPhysProp
CCC#N,"InChI=1S/C3H5N/c1-2-3-4/h2H2,1H3",-3.8587426285073247,FreeSolMinnesotaZangPhysProp
CCC[N+](=O)[O-],"InChI=1S/C3H7NO2/c1-2-3-4(5)6/h2-3H2,1H3",-3.3522259460676915,FreeSolMinnesotaZangPhysProp
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)/t9-/m0/s1",-10.21,FreeSolMinnesota
CCCC=O,"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3",-3.137110624510484,FreeSolMinnesotaZangPhysProp
CC[C@H](C)O[N+](=O)[O-],"InChI=1S/C4H9NO3/c1-3-4(2)8-5(6)7/h4H,3H2,1-2H3/t4-/m0/s1",-1.81,FreeSolMinnesota
C#CCCCC,"InChI=1S/C6H10/c1-3-5-6-4-2/h1H,4-6H2,2H3",0.2530853500401841,FreeSolMinnesotaZang
Cc1ccc(Br)cc1,"InChI=1S/C7H7Br/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",-1.38889180903544,FreeSolMinnesotaZangPhysProp
CCCCCOC(C)=O,"InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3",-2.482206251785824,FreeSolMinnesotaZangPhysProp
COCOC,"InChI=1S/C3H8O2/c1-4-3-5-2/h3H2,1-2H3",-2.938294349739838,FreeSolMinnesotaZangPhysProp
CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,"InChI=1S/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)/t10-/m0/s1",-7.0,FreeSolMinnesota
OOC,"InChI=1S/CH4O2/c1-3-2/h2H,1H3",-5.181708204178962,MinnesotaPhysProp
CCCC(=O)OCC,"InChI=1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3",-2.5300190804790352,FreeSolZang
O=[N+]([O-])c1ccccc1,InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,-4.143522379564355,FreeSolMinnesotaZangPhysProp
C1CCCCC1,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,1.1903536277798177,FreeSolMinnesotaZangPhysProp
CCCCCCCCCc1ccc(cc1)OP(=O)(Oc1ccccc1)Oc1ccccc1,"InChI=1S/C27H33O4P/c1-2-3-4-5-6-7-10-15-24-20-22-27(23-21-24)31-32(28,29-25-16-11-8-12-17-25)30-26-18-13-9-14-19-26/h8-9,11-14,16-23H,2-7,10,15H2,1H3",-8.48886849228509,ZangPhysProp
CC(C)C(C)C(C)C,"InChI=1S/C8H18/c1-6(2)8(5)7(3)4/h6-8H,1-5H3",2.546641942575061,FreeSolZang
Clc1cc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C12H2Cl8/c13-4-2-6(15)9(17)11(19)7(4)3-1-5(14)10(18)12(20)8(3)16/h1-2H,-4.61311289748857,FreeSolPhysProp
c1ccccc1NCC,"InChI=1S/C8H11N/c1-2-9-8-6-4-3-5-7-8/h3-7,9H,2H2,1H3",-4.624693555586024,MinnesotaPhysProp
C=Cc1ccccc1,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",-1.2697436370656605,FreeSolZangPhysProp
COc1cccc(OC)c1O,"InChI=1S/C8H10O3/c1-10-6-4-3-5-7(11-2)8(6)9/h3-5,9H,1-2H3",-6.90273335276143,FreeSolPhysProp
N#Cc1cccnc1,"InChI=1S/C6H4N2/c7-4-6-2-1-3-8-5-6/h1-3,5H",-6.747234094614017,FreeSolPhysProp
FC(F)(F)C(Cl)Br,"InChI=1S/C2HBrClF3/c3-1(4)2(5,6)7/h1H",-0.11317246487087784,ZangPhysProp
CC(C)C(C)C,"InChI=1S/C6H14/c1-5(2)6(3)4/h5-6H,1-4H3",2.317530830977921,FreeSolZang
Clc1ccccn1,InChI=1S/C5H4ClN/c6-5-3-1-2-4-7-5/h1-4H,-4.358608246124943,FreeSolZang
CCOC=O,"InChI=1S/C3H6O2/c1-2-5-3-4/h3H,2H2,1H3",-2.582833930921288,FreeSolMinnesotaZangPhysProp
CCCCC(C)C,"InChI=1S/C7H16/c1-4-5-6-7(2)3/h7H,4-6H2,1-3H3",2.926755341503479,FreeSolZang
CC[C@H](C)n1c(=O)[nH]c(C)c(Br)c1=O,"InChI=1S/C9H13BrN2O2/c1-4-5(2)12-8(13)7(10)6(3)11-9(12)14/h5H,4H2,1-3H3,(H,11,14)/t5-/m0/s1",-9.715,FreeSolMinnesota
COC(=O)c1ccccc1,"InChI=1S/C8H8O2/c1-10-8(9)7-5-3-2-4-6-7/h2-6H,1H3",-3.9163368862267585,FreeSolMinnesotaZang
CCCCl,"InChI=1S/C3H7Cl/c1-2-3-4/h2-3H2,1H3",-0.3229894447677007,FreeSolMinnesotaZang
COC,InChI=1S/C2H6O/c1-3-2/h1-2H3,-1.9598211180612033,FreeSolMinnesotaZang
CCC=O,"InChI=1S/C3H6O/c1-2-3-4/h3H,2H2,1H3",-3.424697905600688,FreeSolMinnesotaZangPhysProp
CCCCNCCCC,"InChI=1S/C8H19N/c1-3-5-7-9-8-6-4-2/h9H,3-8H2,1-2H3",-3.285115459855986,FreeSolZangPhysProp
CCCCN(CC)C(=O)SCCC,"InChI=1S/C10H21NOS/c1-4-7-8-11(6-3)10(12)13-9-5-2/h4-9H2,1-3H3",-3.62,FreeSolMinnesota
Cc1ccc(C)cc1,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",-0.7622207403293506,FreeSolMinnesotaZangPhysProp
C(=S)(c1c(Cl)cccc1Cl)N,"InChI=1S/C7H5Cl2NS/c8-4-2-1-3-5(9)6(4)7(10)11/h1-3H,(H2,10,11)",-10.807626873152696,MinnesotaZang
CCCCCCC(C)=O,"InChI=1S/C8H16O/c1-3-4-5-6-7-8(2)9/h3-7H2,1-2H3",-2.8359578500262166,FreeSolMinnesotaZangPhysProp
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,"InChI=1S/C17H26ClNO2/c1-4-7-11-21-13-19(16(20)12-18)17-14(5-2)9-8-10-15(17)6-3/h8-10H,4-7,11-13H2,1-3H3",-7.692653746734418,ZangPhysProp
CCOC(C)OCC,"InChI=1S/C6H14O2/c1-4-7-6(3)8-5-2/h6H,4-5H2,1-3H3",-3.275938477785392,FreeSolMinnesotaZang
CC(=O)Oc1ccccc1C(=O)O,"InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)",-9.929493745907566,FreeSolMinnesotaZang
Cc1ccc(O)cc1,"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",-6.103182557674572,FreeSolMinnesotaZangPhysProp
CCCCCC(=O)OC,"InChI=1S/C7H14O2/c1-3-4-5-6-7(8)9-2/h3-6H2,1-2H3",-2.4476966451618845,FreeSolMinnesotaZangPhysProp
NC(=O)c1ccccc1,"InChI=1S/C7H7NO/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H2,8,9)",-10.932511760933979,FreeSolMinnesotaPhysProp
c1ccc2ncccc2c1,InChI=1S/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H,-5.697072958866,FreeSolZang
C1CCNCC1,"InChI=1S/C5H11N/c1-2-4-6-5-3-1/h6H,1-5H2",-5.133791388589473,FreeSolMinnesotaZangPhysProp
CCCCCCCO,"InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",-4.226114280638487,FreeSolMinnesotaZangPhysProp
COCCN,"InChI=1S/C3H9NO/c1-5-3-2-4/h2-4H2,1H3",-6.55,FreeSolMinnesota
C=CCCCC,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",1.6413415831335385,FreeSolMinnesotaZang
CCCCCCC,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",2.6090325399994287,FreeSolMinnesotaZang
CCCOC=O,"InChI=1S/C4H8O2/c1-2-3-6-4-5/h4H,2-3H2,1H3",-2.431310167066992,FreeSolZang
C(=O)(N)N,"InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)",-13.810959005601775,MinnesotaZang
N(N)(C)C,"InChI=1S/C2H8N2/c1-4(2)3/h3H2,1-2H3",-4.4723235757999085,MinnesotaZang
C(C(F)(F)F)(F)(F)F,"InChI=1S/C2F6/c3-1(4,5)2(6,7)8",3.9582178132112134,MinnesotaPhysProp
COc1ccccc1,"InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3",-2.40656456971309,FreeSolMinnesotaZang
C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,"InChI=1S/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/t11-/m0/s1",-10.78,FreeSolMinnesota
N#Cc1ccncc1,InChI=1S/C6H4N2/c7-5-6-1-3-8-4-2-6/h1-4H,-6.0210456863921635,FreeSolPhysProp
CCN(CC)CC,"InChI=1S/C6H15N/c1-4-7(5-2)6-3/h4-6H2,1-3H3",-3.157482305025939,FreeSolZangPhysProp
N,InChI=1S/H3N/h1H3,-4.29,FreeSolMinnesota
CC(Cl)Cl,"InChI=1S/C2H4Cl2/c1-2(3)4/h2H,1H3",-0.852260019102299,FreeSolZangPhysProp
ClCCl,InChI=1S/CH2Cl2/c2-1-3/h1H2,-1.243794790143769,FreeSolMinnesotaZangPhysProp
Cc1ccccc1,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",-0.8354437460940807,FreeSolMinnesotaZangPhysProp
